skos:notation,skos:prefLabel,skos:altLabel,nypl:collectionType,nypl:deliveryLocationType,nypl:actualLocation,dcterms:isPartOf,nypl:owner,nypl:requestable,nypl:deliverableTo,nypl:recapCustomerCode,nypl:allowSierraHold,nypl:locationsSlug,nypl:deliverableToResolution
wbj0v,Webster Children's Non-Print Media,Webster Children's Non-Print Media,Branch,,,wb,,false,,,true,,
wbj0y,Webster Children's Young Reader,Webster Children's Young Reader,Branch,,,wb,,false,,,true,,
wbjlf,Webster Children's Read-Along Book Fiction,Webster Children's Read-Along Book Fiction,Branch,,,wb,,false,,,true,,
wbjln,Webster Children's Read-Along Book Non-Fiction,Webster Children's Read-Along Book Non-Fiction,Branch,,,wb,,false,,,true,,
wbjr,Webster Children's Reference,Webster Children's Reference,Branch,,,wb,,false,,,true,,
wby,Webster Young Adult,Webster Young Adult,Branch,,,wb,,false,,,true,,
wby01,Webster YA Reference,Webster YA Reference,Branch,,,wb,,false,,,true,,
wby0f,Webster YA Fiction,Webster YA Fiction,Branch,,,wb,,false,,,true,,
wby0l,Webster YA World Languages,Webster YA World Languages,Branch,,,wb,,false,,,true,,
wby0n,Webster YA Non-Fiction,Webster YA Non-Fiction,Branch,,,wb,,false,,,true,,
wby0v,Webster YA Non-Print Media,Webster YA Non-Print Media,Branch,,,wb,,false,,,true,,
wbyr,Webster Young Adult Reference,Webster Young Adult Reference,Branch,,,wb,,false,,,true,,
wbzzz,Webster,Webster (error code),Branch,,,wb,,false,,,true,,
wf,West Farms,West Farms,Branch,,,wf,,false,,,true,,
wfa,West Farms Adult,West Farms Adult,Branch,,,wf,,false,,,true,,
wfa01,West Farms Reference,West Farms Reference,Branch,,,wf,,false,,,true,,
wfa03,West Farms Closed Shelf Reference,West Farms Closed Shelf Reference,Branch,,,wf,,false,,,true,,
wfa0f,West Farms Fiction,West Farms Fiction,Branch,,,wf,,false,,,true,,
wfa0l,West Farms World Languages,West Farms World Languages,Branch,,,wf,,false,,,true,,
wfa0n,West Farms Non-Fiction,West Farms Non-Fiction,Branch,,,wf,,false,,,true,,
wfa0v,West Farms Non-Print Media,West Farms Non-Print Media,Branch,,,wf,,false,,,true,,
wfar,West Farms Adult Reference,West Farms Adult Reference,Branch,,,wf,,false,,,true,,
wfj,West Farms Children,West Farms Children,Branch,,,wf,,false,,,true,,
wfj01,West Farms Children's Reference,West Farms Children's Reference,Branch,,,wf,,false,,,true,,
wfj0a,West Farms Children's Easy Book,West Farms Children's Easy Book,Branch,,,wf,,false,,,true,,
wfj0f,West Farms Children's Fiction,West Farms Children's Fiction,Branch,,,wf,,false,,,true,,
wfj0h,West Farms Children's Holiday Book,West Farms Children's Holiday Book,Branch,,,wf,,false,,,true,,
wfj0i,West Farms Children's Picture Book,West Farms Children's Picture Book,Branch,,,wf,,false,,,true,,
wfj0l,West Farms Children's World Languages,West Farms Children's World Languages,Branch,,,wf,,false,,,true,,
wfj0n,West Farms Children's Non-Fiction,West Farms Children's Non-Fiction,Branch,,,wf,,false,,,true,,
wfj0t,West Farms Children's Fairy Tale,West Farms Children's Fairy Tale,Branch,,,wf,,false,,,true,,
wfj0v,West Farms Children's Non-Print Media,West Farms Children's Non-Print Media,Branch,,,wf,,false,,,true,,
wfj0y,West Farms Children's Young Reader,West Farms Children's Young Reader,Branch,,,wf,,false,,,true,,
wfjel,West Farms Children's Read Together: Storytime Kits,West Farms Children's Read Together: Storytime Kits,Branch,,,wf,,false,,,true,,
wfjlf,West Farms Children's Read-Along Book Fiction,West Farms Children's Read-Along Book Fiction,Branch,,,wf,,false,,,true,,
wfjln,West Farms Children's Read-Along Book Non-Fiction,West Farms Children's Read-Along Book Non-Fiction,Branch,,,wf,,false,,,true,,
wfjr,West Farms Children's Reference,West Farms Children's Reference,Branch,,,wf,,false,,,true,,
wfy,West Farms Young Adult,West Farms Young Adult,Branch,,,wf,,false,,,true,,
wfy01,West Farms YA Reference,West Farms YA Reference,Branch,,,wf,,false,,,true,,
wfy0f,West Farms YA Fiction,West Farms YA Fiction,Branch,,,wf,,false,,,true,,
wfy0l,West Farms YA World Languages,West Farms YA World Languages,Branch,,,wf,,false,,,true,,
wfy0n,West Farms YA Non-Fiction,West Farms YA Non-Fiction,Branch,,,wf,,false,,,true,,
wfy0v,West Farms YA Non-Print Media,West Farms YA Non-Print Media,Branch,,,wf,,false,,,true,,
wfyr,West Farms Young Adult Reference,West Farms Young Adult Reference,Branch,,,wf,,false,,,true,,
wfytn,West Farms Young Adult College and Career Pathways Collection,West Farms Young Adult College and Career Pathways Collection,Branch,,,wf,,false,,,true,,
wfzzz,West Farms,West Farms (error code),Branch,,,wf,,false,,,true,,
wh,Washington Heights,Washington Heights,Branch,,,wh,,false,,,true,,
wha,Washington Heights Adult,Washington Heights Adult,Branch,,,wh,,false,,,true,,
wha01,Washington Heights Reference,Washington Heights Reference,Branch,,,wh,,false,,,true,,
wha03,Washington Heights Closed Shelf Reference,Washington Heights Closed Shelf Reference,Branch,,,wh,,false,,,true,,
wha0f,Washington Heights Fiction,Washington Heights Fiction,Branch,,,wh,,false,,,true,,
wha0l,Washington Heights World Languages,Washington Heights World Languages,Branch,,,wh,,false,,,true,,
wha0n,Washington Heights Non-Fiction,Washington Heights Non-Fiction,Branch,,,wh,,false,,,true,,
wha0v,Washington Heights Non-Print Media,Washington Heights Non-Print Media,Branch,,,wh,,false,,,true,,
wha0w,Washington Heights Adult Learning Center,Washington Heights Adult Learning Center,Branch,,,wh,,false,,,true,,
whar,Washington Heights Adult Reference,Washington Heights Adult Reference,Branch,,,wh,,false,,,true,,
whj,Washington Heights Children,Washington Heights Children,Branch,,,wh,,false,,,true,,
whj01,Washington Heights Children's Reference,Washington Heights Children's Reference,Branch,,,wh,,false,,,true,,
whj0a,Washington Heights Children's Easy Book,Washington Heights Children's Easy Book,Branch,,,wh,,false,,,true,,
whj0f,Washington Heights Children's Fiction,Washington Heights Children's Fiction,Branch,,,wh,,false,,,true,,
whj0h,Washington Heights Children's Holiday Book,Washington Heights Children's Holiday Book,Branch,,,wh,,false,,,true,,
whj0i,Washington Heights Children's Picture Book,Washington Heights Children's Picture Book,Branch,,,wh,,false,,,true,,
whj0l,Washington Heights Children's World Languages,Washington Heights Children's World Languages,Branch,,,wh,,false,,,true,,
whj0n,Washington Heights Children's Non-Fiction,Washington Heights Children's Non-Fiction,Branch,,,wh,,false,,,true,,
whj0t,Washington Heights Children's Fairy Tale,Washington Heights Children's Fairy Tale,Branch,,,wh,,false,,,true,,
whj0v,Washington Heights Children's Non-Print Media,Washington Heights Children's Non-Print Media,Branch,,,wh,,false,,,true,,
whj0y,Washington Heights Children's Young Reader,Washington Heights Children's Young Reader,Branch,,,wh,,false,,,true,,
whjlf,Washington Heights Children's Read-Along Book Fiction,Washington Heights Children's Read-Along Book Fiction,Branch,,,wh,,false,,,true,,
whjln,Washington Heights Children's Read-Along Book Non-Fiction,Washington Heights Children's Read-Along Book Non-Fiction,Branch,,,wh,,false,,,true,,
whjr,Washington Heights Children's Reference,Washington Heights Children's Reference,Branch,,,wh,,false,,,true,,
why,Washington Heights Young Adult,Washington Heights Young Adult,Branch,,,wh,,false,,,true,,
why01,Washington Heights YA Reference,Washington Heights YA Reference,Branch,,,wh,,false,,,true,,
why0f,Washington Heights YA Fiction,Washington Heights YA Fiction,Branch,,,wh,,false,,,true,,
why0l,Washington Heights YA World Languages,Washington Heights YA World Languages,Branch,,,wh,,false,,,true,,
why0n,Washington Heights YA Non-Fiction,Washington Heights YA Non-Fiction,Branch,,,wh,,false,,,true,,
why0v,Washington Heights YA Non-Print Media,Washington Heights YA Non-Print Media,Branch,,,wh,,false,,,true,,
whyr,Washington Heights Young Adult Reference,Washington Heights Young Adult Reference,Branch,,,wh,,false,,,true,,
whzzz,Washington Heights,Washington Heights (error code),Branch,,,wh,,false,,,true,,
wk,Wakefield,Wakefield,Branch,,,wk,,false,,,true,,
wka,Wakefield Adult,Wakefield Adult,Branch,,,wk,,false,,,true,,
wka01,Wakefield Reference,Wakefield Reference,Branch,,,wk,,false,,,true,,
wka03,Wakefield Closed Shelf Reference,Wakefield Closed Shelf Reference,Branch,,,wk,,false,,,true,,
wka0f,Wakefield Fiction,Wakefield Fiction,Branch,,,wk,,false,,,true,,
wka0l,Wakefield World Languages,Wakefield World Languages,Branch,,,wk,,false,,,true,,
wka0n,Wakefield Non-Fiction,Wakefield Non-Fiction,Branch,,,wk,,false,,,true,,
wka0v,Wakefield Non-Print Media,Wakefield Non-Print Media,Branch,,,wk,,false,,,true,,
wka0w,Wakefield Center for Reading & Writing,Wakefield Center for Reading & Writing,Branch,,,wk,,false,,,true,,
wkar,Wakefield Adult Reference,Wakefield Adult Reference,Branch,,,wk,,false,,,true,,
wkj,Wakefield Children,Wakefield Children,Branch,,,wk,,false,,,true,,
wkj01,Wakefield Children's Reference,Wakefield Children's Reference,Branch,,,wk,,false,,,true,,
wkj0a,Wakefield Children's Easy Book,Wakefield Children's Easy Book,Branch,,,wk,,false,,,true,,
wkj0f,Wakefield Children's Fiction,Wakefield Children's Fiction,Branch,,,wk,,false,,,true,,
wkj0h,Wakefield Children's Holiday Book,Wakefield Children's Holiday Book,Branch,,,wk,,false,,,true,,
wkj0i,Wakefield Children's Picture Book,Wakefield Children's Picture Book,Branch,,,wk,,false,,,true,,
wkj0l,Wakefield Children's World Languages,Wakefield Children's World Languages,Branch,,,wk,,false,,,true,,
wkj0n,Wakefield Children's Non-Fiction,Wakefield Children's Non-Fiction,Branch,,,wk,,false,,,true,,
wkj0t,Wakefield Children's Fairy Tale,Wakefield Children's Fairy Tale,Branch,,,wk,,false,,,true,,
wkj0v,Wakefield Children's Non-Print Media,Wakefield Children's Non-Print Media,Branch,,,wk,,false,,,true,,
wkj0y,Wakefield Children's Young Reader,Wakefield Children's Young Reader,Branch,,,wk,,false,,,true,,
wkjlf,Wakefield Children's Read-Along Book Fiction,Wakefield Children's Read-Along Book Fiction,Branch,,,wk,,false,,,true,,
wkjln,Wakefield Children's Read-Along Book Non-Fiction,Wakefield Children's Read-Along Book Non-Fiction,Branch,,,wk,,false,,,true,,
wkjr,Wakefield Children's Reference,Wakefield Children's Reference,Branch,,,wk,,false,,,true,,
wky,Wakefield Young Adult,Wakefield Young Adult,Branch,,,wk,,false,,,true,,
wky01,Wakefield YA Reference,Wakefield YA Reference,Branch,,,wk,,false,,,true,,
wky0f,Wakefield YA Fiction,Wakefield YA Fiction,Branch,,,wk,,false,,,true,,
wky0l,Wakefield YA World Languages,Wakefield YA World Languages,Branch,,,wk,,false,,,true,,
wky0n,Wakefield YA Non-Fiction,Wakefield YA Non-Fiction,Branch,,,wk,,false,,,true,,
wky0v,Wakefield YA Non-Print Media,Wakefield YA Non-Print Media,Branch,,,wk,,false,,,true,,
wkyr,Wakefield Young Adult Reference,Wakefield Young Adult Reference,Branch,,,wk,,false,,,true,,
wkzzz,Wakefield,Wakefield (error code),Branch,,,wk,,false,,,true,,
wl,Woodlawn Heights,Woodlawn Heights,Branch,,,wl,,false,,,true,,
wla,Woodlawn Heights Adult,Woodlawn Heights Adult,Branch,,,wl,,false,,,true,,
wla01,Woodlawn Heights Reference,Woodlawn Heights Reference,Branch,,,wl,,false,,,true,,
wla03,Woodlawn Heights Closed Shelf Reference,Woodlawn Heights Closed Shelf Reference,Branch,,,wl,,false,,,true,,
wla0f,Woodlawn Heights Fiction,Woodlawn Heights Fiction,Branch,,,wl,,false,,,true,,
wla0l,Woodlawn Heights World Languages,Woodlawn Heights World Languages,Branch,,,wl,,false,,,true,,
wla0n,Woodlawn Heights Non-Fiction,Woodlawn Heights Non-Fiction,Branch,,,wl,,false,,,true,,
wla0v,Woodlawn Heights Non-Print Media,Woodlawn Heights Non-Print Media,Branch,,,wl,,false,,,true,,
wlar,Woodlawn Heights Adult Reference,Woodlawn Heights Adult Reference,Branch,,,wl,,false,,,true,,
wlj,Woodlawn Heights Children,Woodlawn Heights Children,Branch,,,wl,,false,,,true,,
wlj01,Woodlawn Heights Children's Reference,Woodlawn Heights Children's Reference,Branch,,,wl,,false,,,true,,
wlj0a,Woodlawn Heights Children's Easy Book,Woodlawn Heights Children's Easy Book,Branch,,,wl,,false,,,true,,
wlj0f,Woodlawn Heights Children's Fiction,Woodlawn Heights Children's Fiction,Branch,,,wl,,false,,,true,,
wlj0h,Woodlawn Heights Children's Holiday Book,Woodlawn Heights Children's Holiday Book,Branch,,,wl,,false,,,true,,
wlj0i,Woodlawn Heights Children's Picture Book,Woodlawn Heights Children's Picture Book,Branch,,,wl,,false,,,true,,
wlj0l,Woodlawn Heights Children's World Languages,Woodlawn Heights Children's World Languages,Branch,,,wl,,false,,,true,,
wlj0n,Woodlawn Heights Children's Non-Fiction,Woodlawn Heights Children's Non-Fiction,Branch,,,wl,,false,,,true,,
wlj0t,Woodlawn Heights Children's Fairy Tale,Woodlawn Heights Children's Fairy Tale,Branch,,,wl,,false,,,true,,
wlj0v,Woodlawn Heights Children's Non-Print Media,Woodlawn Heights Children's Non-Print Media,Branch,,,wl,,false,,,true,,
wlj0y,Woodlawn Heights Children's Young Reader,Woodlawn Heights Children's Young Reader,Branch,,,wl,,false,,,true,,
wljlf,Woodlawn Children's Read-Along Book Fiction,Woodlawn Children's Read-Along Book Fiction,Branch,,,wl,,false,,,true,,
wljln,Woodlawn Children's Read-Along Book Non-Fiction,Woodlawn Children's Read-Along Book Non-Fiction,Branch,,,wl,,false,,,true,,
wljr,Woodlawn Heights Children's Reference,Woodlawn Heights Children's Reference,Branch,,,wl,,false,,,true,,
wly,Woodlawn Heights Young Adult,Woodlawn Heights Young Adult,Branch,,,wl,,false,,,true,,
wly01,Woodlawn Heights YA Reference,Woodlawn Heights YA Reference,Branch,,,wl,,false,,,true,,
wly0f,Woodlawn Heights YA Fiction,Woodlawn Heights YA Fiction,Branch,,,wl,,false,,,true,,
wly0l,Woodlawn Heights YA World Languages,Woodlawn Heights YA World Languages,Branch,,,wl,,false,,,true,,
wly0n,Woodlawn Heights YA Non-Fiction,Woodlawn Heights YA Non-Fiction,Branch,,,wl,,false,,,true,,
wly0v,Woodlawn Heights YA Non-Print Media,Woodlawn Heights YA Non-Print Media,Branch,,,wl,,false,,,true,,
wlyr,Woodlawn Heights Young Adult Reference,Woodlawn Heights Young Adult Reference,Branch,,,wl,,false,,,true,,
wlzzz,Woodlawn Heights,Woodlawn Heights,Branch,,,wl,,false,,,true,,
wo,Woodstock,Woodstock,Branch,,,wo,,false,,,true,,
woa,Woodstock Adult,Woodstock Adult,Branch,,,wo,,false,,,true,,
woa01,Woodstock Reference,Woodstock Reference,Branch,,,wo,,false,,,true,,
woa03,Woodstock Closed Shelf Reference,Woodstock Closed Shelf Reference,Branch,,,wo,,false,,,true,,
woa0f,Woodstock Fiction,Woodstock Fiction,Branch,,,wo,,false,,,true,,
woa0l,Woodstock World Languages,Woodstock World Languages,Branch,,,wo,,false,,,true,,
woa0n,Woodstock Non-Fiction,Woodstock Non-Fiction,Branch,,,wo,,false,,,true,,
woa0v,Woodstock Non-Print Media,Woodstock Non-Print Media,Branch,,,wo,,false,,,true,,
woar,Woodstock Adult Reference,Woodstock Adult Reference,Branch,,,wo,,false,,,true,,
woatf,Woodstock ThriveNYC Adult Fiction,Woodstock ThriveNYC Adult Fiction,Branch,,,wo,,false,,,true,,
woatn,Woodstock ThriveNYC Adult Non-Fiction,Woodstock ThriveNYC Adult Non-Fiction,Branch,,,wo,,false,,,true,,
woj,Woodstock Children,Woodstock Children,Branch,,,wo,,false,,,true,,
woj01,Woodstock Children's Reference,Woodstock Children's Reference,Branch,,,wo,,false,,,true,,
woj0a,Woodstock Children's Easy Book,Woodstock Children's Easy Book,Branch,,,wo,,false,,,true,,
woj0f,Woodstock Children's Fiction,Woodstock Children's Fiction,Branch,,,wo,,false,,,true,,
woj0h,Woodstock Children's Holiday Book,Woodstock Children's Holiday Book,Branch,,,wo,,false,,,true,,
woj0i,Woodstock Children's Picture Book,Woodstock Children's Picture Book,Branch,,,wo,,false,,,true,,
woj0l,Woodstock Children's World Languages,Woodstock Children's World Languages,Branch,,,wo,,false,,,true,,
woj0n,Woodstock Children's Non-Fiction,Woodstock Children's Non-Fiction,Branch,,,wo,,false,,,true,,
woj0t,Woodstock Children's Fairy Tale,Woodstock Children's Fairy Tale,Branch,,,wo,,false,,,true,,
woj0v,Woodstock Children's Non-Print Media,Woodstock Children's Non-Print Media,Branch,,,wo,,false,,,true,,
woj0y,Woodstock Children's Young Reader,Woodstock Children's Young Reader,Branch,,,wo,,false,,,true,,
wojel,Woodstock Children's Read Together: Storytime Kits,Woodstock Children's Read Together: Storytime Kits,Branch,,,wo,,false,,,true,,
wojlf,Woodstock Children's Read-Along Book Fiction,Woodstock Children's Read-Along Book Fiction,Branch,,,wo,,false,,,true,,
wojln,Woodstock Children's Read-Along Book Non-Fiction,Woodstock Children's Read-Along Book Non-Fiction,Branch,,,wo,,false,,,true,,
wojr,Woodstock Children's Reference,Woodstock Children's Reference,Branch,,,wo,,false,,,true,,
woy,Woodstock Young Adult,Woodstock Young Adult,Branch,,,wo,,false,,,true,,
woy01,Woodstock YA Reference,Woodstock YA Reference,Branch,,,wo,,false,,,true,,
woy0f,Woodstock YA Fiction,Woodstock YA Fiction,Branch,,,wo,,false,,,true,,
woy0l,Woodstock YA World Languages,Woodstock YA World Languages,Branch,,,wo,,false,,,true,,
woy0n,Woodstock YA Non-Fiction,Woodstock YA Non-Fiction,Branch,,,wo,,false,,,true,,
woy0v,Woodstock YA Non-Print Media,Woodstock YA Non-Print Media,Branch,,,wo,,false,,,true,,
woyr,Woodstock Young Adult Reference,Woodstock Young Adult Reference,Branch,,,wo,,false,,,true,,
wozzz,Woodstock,Woodstock (error code),Branch,,,wo,,false,,,true,,
wt,Westchester Square,Westchester Square,Branch,,,wt,,false,,,true,,
wta,Westchester Square Adult,Westchester Square Adult,Branch,,,wt,,false,,,true,,
wta01,Westchester Square Reference,Westchester Square Reference,Branch,,,wt,,false,,,true,,
wta03,Westchester Square Closed Shelf Reference,Westchester Square Closed Shelf Reference,Branch,,,wt,,false,,,true,,
wta0f,Westchester Square Fiction,Westchester Square Fiction,Branch,,,wt,,false,,,true,,
wta0l,Westchester Square World Languages,Westchester Square World Languages,Branch,,,wt,,false,,,true,,
wta0n,Westchester Square Non-Fiction,Westchester Square Non-Fiction,Branch,,,wt,,false,,,true,,
wta0v,Westchester Square Non-Print Media,Westchester Square Non-Print Media,Branch,,,wt,,false,,,true,,
wta0w,Westchester Square Adult Learning Center,Westchester Square Adult Learning Center,Branch,,,wt,,false,,,true,,
wtar,Westchester Square Adult Reference,Westchester Square Adult Reference,Branch,,,wt,,false,,,true,,
wtatf,Westchester Square ThriveNYC Adult Fiction,Westchester Square ThriveNYC Adult Fiction,Branch,,,wt,,false,,,true,,
wtatn,Westchester Square ThriveNYC Adult Non-Fiction,Westchester Square ThriveNYC Adult Non-Fiction,Branch,,,wt,,false,,,true,,
wtj,Westchester Square Children,Westchester Square Children,Branch,,,wt,,false,,,true,,
wtj01,Westchester Square Children's Reference,Westchester Square Children's Reference,Branch,,,wt,,false,,,true,,
wtj0a,Westchester Square Children's Easy Book,Westchester Square Children's Easy Book,Branch,,,wt,,false,,,true,,
wtj0f,Westchester Square Children's Fiction,Westchester Square Children's Fiction,Branch,,,wt,,false,,,true,,
wtj0h,Westchester Square Children's Holiday Book,Westchester Square Children's Holiday Book,Branch,,,wt,,false,,,true,,
wtj0i,Westchester Square Children's Picture Book,Westchester Square Children's Picture Book,Branch,,,wt,,false,,,true,,
wtj0l,Westchester Square Children's World Languages,Westchester Square Children's World Languages,Branch,,,wt,,false,,,true,,
wtj0n,Westchester Square Children's Non-Fiction,Westchester Square Children's Non-Fiction,Branch,,,wt,,false,,,true,,
